Restaurant,Borough,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
BARESHA,Manhattan,180,VARICK STREET,10014,2123664848,Pizza,8/31/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10,A,8/31/2022,4/22/2026,Cycle Inspection / Re-inspection,40.72747272,-74.00548048,102,03,003700,1008117,1005190070,MN24,POINT (-74.005480478325 40.727472716915)
STARBUCKS COFFEE #48170,Brooklyn,470,4 AVENUE,11215,9292149558,Coffee/Tea,3/14/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,3/14/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.66947808,-73.98945235,306,39,012100,3424516,3010150043,BK37,POINT (-73.989452348555 40.669478079688)
RICOS NACHOS,Queens,91-81,111 STREET,11418,9178338104,Mexican,5/29/2024,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,13,A,5/29/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.69281142,-73.8351665,409,29,012400,4195629,4093180130,QN54,POINT (-73.835166503972 40.692811424307)
JADE LOUNGE CORP,Bronx,102,EAST  183 STREET,10453,6467268906,Other,5/28/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,5/28/2025,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.85802054,-73.90174263,205,14,023704,2013866,2031710019,BX40,POINT (-73.901742627942 40.85802053736)
LENZ'S,Manhattan,514,EAST   20 STREET,10009,2129792859,Sandwiches,2/13/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,27,B,2/13/2025,4/22/2026,Cycle Inspection / Re-inspection,40.73376983,-73.97727497,106,04,004400,1082859,1009720001,MN50,POINT (-73.977274965551 40.733769833227)
NEW ONE LUCKY CHINESE RESTAURANT,Brooklyn,6320,11 AVENUE,11219,7184918888,Chinese,3/8/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,B,3/8/2024,4/22/2026,Cycle Inspection / Re-inspection,40.62963798,-74.00489959,310,43,021200,3141748,3057370045,BK30,POINT (-74.00489959319 40.629637975145)
DUNKIN',Bronx,2200,WHITE PLAINS ROAD,10467,9174163773,Donuts,8/3/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,7,A,8/3/2023,4/22/2026,Cycle Inspection / Re-inspection,40.85789018,-73.86756969,211,13,033000,2050006,2043430005,BX07,POINT (-73.867569689137 40.857890175765)
GILDA'S RESTAURANT,Queens,91-15,31 AVENUE,11369,7185655778,Peruvian,5/15/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,5/15/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.76013869,-73.87743526,403,25,035100,4033589,4013890027,QN28,POINT (-73.877435263413 40.760138687729)
BROOKLYN'S BEST,Brooklyn,23,HILLEL PLACE,11210,7182521234,Sandwiches,7/15/2025,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,10,A,7/15/2025,4/22/2026,Cycle Inspection / Re-inspection,40.63248094,-73.9482026,314,45,077400,3336752,3075570001,BK42,POINT (-73.948202597213 40.632480942097)
JUICE GENERATION,Manhattan,117,WEST   72 STREET,10023,2125790400,"Juice, Smoothies, Fruit Salads",5/30/2023,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,5/30/2023,4/22/2026,Cycle Inspection / Re-inspection,40.77766717,-73.97939023,107,06,015700,1029934,1011440026,MN14,POINT (-73.979390229126 40.777667172079)
TUTT HEIGHTS CAFE,Brooklyn,47,HICKS STREET,11201,9292458508,Mediterranean,2/3/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,2/3/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.70026377,-73.99345064,302,33,000100,3001590,3002160006,BK09,POINT (-73.993450644473 40.700263767601)
VIVID CABARET,Manhattan,61,WEST   37 STREET,10018,2123912702,American,11/1/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,11/1/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.75112899,-73.98503249,105,04,008400,1015956,1008390007,MN17,POINT (-73.985032491324 40.751128986813)
INES BAKERY,Brooklyn,948,4 AVENUE,11232,7187880594,Bakery Products/Desserts,10/31/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,10/31/2025,4/22/2026,Cycle Inspection / Re-inspection,40.65444259,-74.00428514,307,38,008400,3010267,3006920045,BK32,POINT (-74.00428514019 40.654442589191)
BERBICE BAR AND RESTAURANT,Queens,173-06,JAMAICA AVENUE,11432,7182976100,Caribbean,10/22/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,10/22/2024,4/22/2026,Cycle Inspection / Re-inspection,40.70788509,-73.78651895,412,27,044400,4217536,4102140003,QN61,POINT (-73.786518952652 40.707885085982)
RIVERDALE SECOND HELPING,Bronx,3532,JOHNSON AVENUE,10463,7185481818,Jewish/Kosher,4/24/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,4/24/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.88602615,-73.90984926,208,11,029500,2084151,2057930457,BX29,POINT (-73.909849256915 40.886026146872)
EL SANTO TAQIERIA,Brooklyn,1053,FLUSHING AVENUE,11237,6466239531,Mexican,10/4/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,27,B,10/4/2023,4/22/2026,Cycle Inspection / Re-inspection,40.70415674,-73.93017458,301,34,045300,3251816,3030130035,BK77,POINT (-73.93017457627 40.704156737704)
MI CASITA PAISA,Queens,169-05,JAMAICA AVENUE,11432,3472854316,Latin American,3/18/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,48,C,3/18/2025,4/22/2026,Cycle Inspection / Re-inspection,40.70692373,-73.79061221,412,27,046000,4209706,4098020010,QN61,POINT (-73.790612206193 40.706923726773)
AARON'S CHINESE AND THAI,Manhattan,338,9 AVENUE,10001,2125609898,Chinese,10/22/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,39,C,10/22/2024,4/22/2026,Cycle Inspection / Re-inspection,40.75048493,-73.99840473,104,03,009700,1013467,1007530004,MN13,POINT (-73.998404732434 40.750484933161)
MADRAS DOSA CO,Manhattan,668,6 AVENUE,10010,6464227845,Indian,6/25/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,33,C,6/25/2025,4/22/2026,Pre-permit (Operational) / Re-inspection,40.74147373,-73.99382549,105,03,005400,1015515,1008220078,MN13,POINT (-73.993825492724 40.741473725036)
PARIS BAGUETTE,Queens,22-20,31 STREET,11105,7187770077,Bakery Products/Desserts,2/14/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2/14/2024,4/22/2026,Cycle Inspection / Re-inspection,40.77577643,-73.91113642,401,22,011500,4017615,4008440045,QN72,POINT (-73.91113642156 40.775776426203)
BUKOWSKI'S,Queens,69-47,GRAND AVENUE,11378,6462707383,Irish,10/16/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,12,A,10/16/2025,4/22/2026,Cycle Inspection / Re-inspection,40.7267267,-73.89399955,405,30,049302,4058566,4025010040,QN30,POINT (-73.893999550217 40.726726697581)
BOLIVIA LLAMA PARTY,Manhattan,42,WEST   42 STREET,10036,3473955481,Other,12/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,12/10/2019,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.75406824,-73.98232117,105,04,008400,1000000,1012570002,MN17,POINT (-73.982321170752 40.754068239421)
POPEYES,Brooklyn,6516,18 AVENUE,11204,7182321629,Chicken,6/6/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,5,A,6/6/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.6189687,-73.99035007,311,43,025200,3345977,3055530047,BK28,POINT (-73.99035007058 40.618968698539)
K & L RESTAURANT AND CATERING SERVICE,Bronx,3204,3 AVENUE,10451,9176318398,Caribbean,12/6/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23,B,12/6/2022,4/22/2026,Cycle Inspection / Re-inspection,40.8228502,-73.90931371,203,17,014100,2004366,2026200007,BX35,POINT (-73.909313714702 40.822850202684)
TRU BY HILTON HOTEL,Brooklyn,529,PRESIDENT STREET,11215,8482481706,American,8/29/2025,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,27,B,8/29/2025,4/22/2026,Cycle Inspection / Re-inspection,40.67749511,-73.98530145,306,39,011900,3007376,3004410053,BK37,POINT (-73.985301447555 40.677495114536)
STARBUCKS,Brooklyn,164,SMITH STREET,11201,7184220178,Coffee/Tea,9/8/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,9/8/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.68617741,-73.99084511,302,33,006900,3005750,3003840049,BK38,POINT (-73.990845106084 40.686177414667)
CASA RESTAURANT,Manhattan,157,DUANE STREET,10013,2122205352,Brazilian,7/8/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,7/8/2025,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.7167542,-74.00874426,101,01,003300,1001559,1001440013,MN24,POINT (-74.008744262571 40.716754198914)
XIAO WEI MALA YABU (DUCK NECK),Queens,136-55,ROOSEVELT AVENUE,11354,6466238886,Chinese,11/8/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/8/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.76002356,-73.82831432,407,20,087100,4112510,4049800061,QN22,POINT (-73.828314315508 40.760023562641)
LINCOLN STATION,Brooklyn,409,LINCOLN PLACE,11238,7183992211,American,10/15/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,12,A,10/15/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.67254658,-73.9624903,308,35,021500,3029545,3011770001,BK64,POINT (-73.962490298999 40.672546576908)
CIELITO,Queens,33-02,36 AVENUE,11106,7187864800,Mexican,2/27/2026,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,2/27/2026,4/22/2026,Cycle Inspection / Initial Inspection,40.75575976,-73.92802677,401,26,005500,4007959,4006020033,QN68,POINT (-73.928026770311 40.755759760291)
THE FLAME DINER,Manhattan,893,9 AVENUE,10019,2127657962,American,7/10/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,7/10/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.76843198,-73.98534267,104,06,013900,1026889,1010670033,MN15,POINT (-73.9853426732 40.768431984928)
LITTLE RUBYS CAFE,Manhattan,225,WEST    4 STREET,10014,2122422486,Australian,11/22/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,11/22/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.7337199,-74.00280364,102,03,007300,1080198,1006100009,MN23,POINT (-74.002803642154 40.733719899377)
